time,r_humerus_u,r_humerus_v,r_humerus_depth,r_ulna_radius_hand_u,r_ulna_radius_hand_v,r_ulna_radius_hand_depth,load_2kg_u,load_2kg_v,load_2kg_depth,center_of_mass_u,center_of_mass_v,center_of_mass_depth
45.05,516.1529411764706,4683.557647058824,0.17,1815.3843994784293,3705.3199934054282,0.1467874,2097.308816179172,2356.131839658051,0.22100118,1523.5573229335673,3414.4583955328576,0.18229641
45.06,516.1529411764706,4683.557647058824,0.17,1802.484830964269,3682.5777316105555,0.14694408,2084.1634370765846,2331.1682155999,0.22125873,1515.0698860177808,3397.554522440292,0.18243635
45.07,516.1529411764706,4683.557647058824,0.17,1789.1223693275003,3659.715507434807,0.14710402,2070.4959687976816,2306.064228383637,0.221522,1506.2428107278079,3380.537801294374,0.18257933
45.08,516.1529411764706,4683.557647058824,0.17,1775.2986240647097,3636.762997302181,0.1472671,2056.3063459386485,2280.8518945530795,0.22179083,1497.075589877393,3363.4292795643028,0.18272526
45.09,516.1529411764706,4683.557647058824,0.17,1761.0162811339262,3613.7494873950386,0.14743322,2041.595901741404,2255.5632685107357,0.22206505,1487.5684549010643,3346.2501103901836,0.18287405
45.1,516.1529411764706,4683.557647058824,0.17,1746.2794774469903,3590.7046538924715,0.14760225,2026.3671278744077,2230.2306677354586,0.22234449,1477.7226990255626,3329.0213517113802,0.18302561
45.11,516.1529411764706,4683.557647058824,0.17,1731.093322996834,3567.657932974443,0.14777408,2010.6242863124623,2204.886563265315,0.22262894,1467.5405242531915,3311.7648697200852,0.18317981
45.12,516.1529411764706,4683.557647058824,0.17,1715.4644181734516,3544.639255698062,0.14794856,1994.3728596408907,2179.5632478640146,0.2229182,1457.024908562968,3294.501865558177,0.18333655
45.13,516.1529411764706,4683.557647058824,0.17,1699.4003897774294,3521.677809015541,0.14812556,1977.6198283202007,2154.292861877305,0.22321205,1446.179828400348,3277.2538148167055,0.18349571
45.14,516.1529411764706,4683.557647058824,0.17,1682.9100907164718,3498.802735687883,0.14830493,1960.3736472935807,2129.1074301961544,0.22351025,1435.0103113328287,3260.0423234271034,0.18365715
45.15,516.1529411764706,4683.557647058824,0.17,1666.0038302469363,3476.0430668078875,0.14848651,1942.6441636092345,2104.038553691471,0.22381255,1423.5222293197166,3242.8885141034684,0.18382074
45.16,516.1529411764706,4683.557647058824,0.17,1648.6929756914888,3453.4270531105267,0.14867015,1924.4425884835764,2079.117248176201,0.22411871,1411.7222065658675,3225.8131866847734,0.18398635
45.17,516.1529411764706,4683.557647058824,0.17,1630.9900509668191,3430.982677381386,0.14885567,1905.7816571035598,2054.374144883407,0.22442846,1399.6181279323991,3208.8373469526728,0.18415382
45.18,516.1529411764706,4683.557647058824,0.17,1612.9087817729805,3408.7371724022296,0.14904291,1886.6754916203727,2029.8392597717823,0.2247415,1387.2185023030224,3191.981315408278,0.184323
45.19,516.1529411764706,4683.557647058824,0.17,1594.4640283843196,3386.7169660813997,0.14923169,1867.1394025981883,2005.5416274155987,0.22505757,1374.5329296556583,3175.26503908832,0.18449373
45.2,516.1529411764706,4683.557647058824,0.17,1575.671715438099,3364.947911560178,0.14942183,1847.1901599258308,1981.5097280615291,0.22537635,1361.571621305638,3158.707849951258,0.18466586
45.21,516.1529411764706,4683.557647058824,0.17,1556.5487391983927,3343.4547297480203,0.14961315,1826.84568795718,1957.7708220581042,0.22569755,1348.34583699282,3142.328728718938,0.18483922
45.22,516.1529411764706,4683.557647058824,0.17,1537.1132358669192,3322.2616533644136,0.14980545,1806.125054392106,1934.3513928029208,0.22602085,1334.867637589728,3126.146148259455,0.18501363
45.23,516.1529411764706,4683.557647058824,0.17,1517.3839213779065,3301.3913934501365,0.14999855,1785.048557089206,1911.2765989970926,0.22634594,1321.1496345920893,3110.177561909343,0.18518893
45.24,516.1529411764706,4683.557647058824,0.17,1497.3807008937347,3280.86605805999,0.15019224,1763.6375408254235,1888.5707201862351,0.22667248,1307.2053589419143,3094.4397956571615,0.18536495
45.25,516.1529411764706,4683.557647058824,0.17,1477.1239834681792,3260.706141262564,0.15038634,1741.9143422630186,1866.2564889822104,0.22700016,1293.0490914431543,3078.949259330123,0.1855415
45.26,516.1529411764706,4683.557647058824,0.17,1456.6352051209765,3240.9310359597994,0.15058065,1719.9021539916835,1844.3555127941643,0.22732864,1278.6955519754638,3063.72124679084,0.1857184
45.27,516.1529411764706,4683.557647058824,0.17,1435.9363016288444,3221.559130139439,0.15077497,1697.6251290369894,1822.887962575726,0.22765759,1264.1601570947287,3048.770270261547,0.18589548
45.28,516.1529411764706,4683.557647058824,0.17,1415.0499688313723,3202.607153211674,0.15096911,1675.1081944882212,1801.8727832584589,0.22798666,1249.4588906607187,3034.1097773900674,0.18607256
45.29,516.1529411764706,4683.557647058824,0.17,1393.9993355510737,3184.0910763397833,0.15116286,1652.3768628441526,1781.327125666835,0.22831553,1234.608166628143,3019.7526704105703,0.18624945
45.3,516.1529411764706,4683.557647058824,0.17,1372.807909932627,3166.024893755472,0.15135603,1629.4572458670004,1761.2669485198508,0.22864386,1219.6249213763017,3005.710560298516,0.18642598
45.31,516.1529411764706,4683.557647058824,0.17,1351.4998889463843,3148.4216014921176,0.15154842,1606.3760582057203,1741.7065902273955,0.22897131,1204.5264819297718,2991.9942191389628,0.18660196
45.32,516.1529411764706,4683.557647058824,0.17,1330.099331843327,3131.2921575122054,0.15173986,1583.1605178511502,1722.6589381351873,0.22929755,1189.3303733720845,2978.61346903011,0.18677722
45.33,516.1529411764706,4683.557647058824,0.17,1308.6310082141047,3114.647205264683,0.15193013,1559.8378763452638,1704.1350851611687,0.22962226,1174.0545396834837,2965.57703764793,0.18695158
45.34,516.1529411764706,4683.557647058824,0.17,1287.1194177035136,3098.494838286876,0.15211907,1536.436023362271,1686.144887360292,0.22994511,1158.717025695195,2952.8924786961775,0.18712487
45.35,516.1529411764706,4683.557647058824,0.17,1265.58948246982,3082.8424424226732,0.15230648,1512.9827624835423,1668.6965031754394,0.23026577,1143.3362000827349,2940.5666425267427,0.18729692
45.36,516.1529411764706,4683.557647058824,0.17,1244.065926261535,3067.6955219805027,0.15249219,1489.5060670747496,1651.7964538206782,0.23058394,1127.930306448753,2928.605106931567,0.18746756
45.37,516.1529411764706,4683.557647058824,0.17,1222.5735305387184,3053.0586741781717,0.15267602,1466.0338921743034,1635.4498194277921,0.23089932,1112.517887365596,2917.0124980394285,0.18763663
45.38,516.1529411764706,4683.557647058824,0.17,1201.1368263658346,3038.9343456553283,0.15285782,1442.5940914121131,1619.6602099401678,0.23121159,1097.1172133838697,2905.79224572344,0.18780398
45.39,516.1529411764706,4683.557647058824,0.17,1179.7802537301172,3025.3244589019114,0.15303741,1419.214383107706,1604.4297109266533,0.23152048,1081.7467200122148,2894.9470565562647,0.18796945
45.4,516.1529411764706,4683.557647058824,0.17,1158.5278639169208,3012.2290559178937,0.15321464,1395.9222985199656,1589.7589266418693,0.2318257,1066.424663248657,2884.4786557246134,0.18813288
45.41,516.1529411764706,4683.557647058824,0.17,1137.4034444110075,2999.6470785196575,0.15338936,1372.7448135178074,1575.6469870220608,0.23212699,1051.168971526731,2874.3873243008347,0.18829415
45.42,516.1529411764706,4683.557647058824,0.17,1116.430416153327,2987.5761302821934,0.15356143,1349.7088563284838,1562.0918830785517,0.23242408,1035.9976885495648,2864.6730459727114,0.1884531
45.43,516.1529411764706,4683.557647058824,0.17,1095.6316431505456,2976.0126626618717,0.15373071,1326.8406533058735,1549.0900662401912,0.23271672,1020.9282050406548,2855.3342464716275,0.18860962
45.44,516.1529411764706,4683.557647058824,0.17,1075.0296467632554,2964.9518941458728,0.15389707,1304.1659558082697,1536.6367782827367,0.23300468,1005.977884397927,2846.3691230251684,0.18876357
45.45,516.1529411764706,4683.557647058824,0.17,1054.6461527197225,2954.388135717429,0.15406039,1281.70998799251,1524.7261673267672,0.23328772,991.1636248375194,2837.7744088288673,0.18891484
45.46,516.1529411764706,4683.557647058824,0.17,1034.5024969433389,2944.314257450498,0.15422056,1259.497217142042,1513.3511007869138,0.23356564,976.5020108872525,2829.546418075511,0.18906331
45.47,516.1529411764706,4683.557647058824,0.17,1014.61922226211,2934.7225793195457,0.15437746,1237.5515895090555,1502.5033305074483,0.23383824,962.0090093023118,2821.6806568486636,0.18920888
45.48,516.1529411764706,4683.557647058824,0.17,995.0162779625914,2925.604120493356,0.15453101,1215.8960549937074,1492.1737612723298,0.23410533,947.7003155930247,2814.1715812489642,0.18935146
45.49,516.1529411764706,4683.557647058824,0.17,975.7127188963152,2916.949222823653,0.15468111,1194.5530696508445,1482.3523544639784,0.23436672,933.5910131855901,2807.0133059124987,0.18949095
45.5,516.1529411764706,4683.557647058824,0.17,956.7270294773538,2908.7475978938387,0.15482767,1173.5439811404094,1473.0280002831787,0.23462227,919.6957209793718,2800.199281464106,0.18962727
45.51,516.1529411764706,4683.557647058824,0.17,938.0768096559207,2900.987936939273,0.15497062,1152.88939272874,1464.1890127214501,0.23487181,906.0283808513412,2793.7222414335893,0.18976034
45.52,516.1529411764706,4683.557647058824,0.17,919.778737527392,2893.6582384489966,0.1551099,1132.6090450460842,1455.822907593987,0.23511522,892.6025028478316,2787.574456360519,0.18989009
45.53,516.1529411764706,4683.557647058824,0.17,901.8487127125095,2886.7464555961487,0.15524543,1112.721562141057,1447.9164887950778,0.23535237,879.4309208791701,2781.747673859412,0.19001646
45.54,516.1529411764706,4683.557647058824,0.17,884.3018981294422,2880.2391239176823,0.15537718,1093.2447905020035,1440.4560733458197,0.23558316,866.5256872865743,2776.233248670883,0.19013939
45.55,516.1529411764706,4683.557647058824,0.17,867.1523184770145,2874.123125222259,0.1555051,1074.1954561490356,1433.4276229671605,0.23580747,853.8984343644689,2771.0220791843367,0.19025884
45.56,516.1529411764706,4683.557647058824,0.17,850.4132169592405,2868.384817907495,0.15562914,1055.5893835760955,1426.8164303105889,0.23602524,841.5600281486879,2766.1047375132744,0.19037477
45.57,516.1529411764706,4683.557647058824,0.17,834.0970132191293,2863.009702323522,0.15574929,1037.4412747096785,1420.6076337607271,0.23623638,829.5206463554782,2761.471784471738,0.19048713
45.58,516.1529411764706,4683.557647058824,0.17,818.2149609759697,2857.98409526162,0.1558655,1019.7647986701451,1414.7860513437524,0.23644084,817.7897425915248,2757.113201280825,0.1905959
45.59,516.1529411764706,4683.557647058824,0.17,802.7776469186829,2853.2930575111404,0.15597778,1002.572662496538,1409.3362663011249,0.23663858,806.3761578659373,2753.0190211328145,0.19070105
45.6,516.1529411764706,4683.557647058824,0.17,787.7945826053697,2848.9223832231055,0.1560861,985.8763992922336,1404.2428658079195,0.23682955,795.2879001950603,2749.178888461571,0.19080258
45.61,516.1529411764706,4683.557647058824,0.17,773.2743540627031,2844.8571618998267,0.15619047,969.6865206922822,1399.4903113840705,0.23701373,784.5323838123604,2745.582560378191,0.19090047
45.62,516.1529411764706,4683.557647058824,0.17,759.2244538373286,2841.08296011367,0.15629089,954.0124602477724,1395.0630763522292,0.23719111,774.1162729524669,2742.2198435642617,0.19099472
45.63,516.1529411764706,4683.557647058824,0.17,745.6517355366827,2837.5854263413617,0.15638736,938.862583932563,1390.9456930476017,0.23736169,764.0454408509538,2739.080403503503,0.19108533
45.64,516.1529411764706,4683.557647058824,0.17,732.5618689684745,2834.3502008884207,0.1564799,924.244211789161,1387.122994430871,0.23752547,754.325035583084,2736.1540139444887,0.1911723
45.65,516.1529411764706,4683.557647058824,0.17,719.9596700563006,2831.3630766029414,0.15656853,910.1634495804424,1383.57982059005,0.23768247,744.9595972720283,2733.430557476341,0.19125565
45.66,516.1529411764706,4683.557647058824,0.17,707.8488698098118,2828.6102199711363,0.15665328,896.6254634770187,1380.301260482578,0.23783272,735.9527665007504,2730.9000828336043,0.19133539
45.67,516.1529411764706,4683.557647058824,0.17,696.2325879544965,2826.0780224248488,0.15673417,883.6342852013894,1377.2728489808187,0.23797626,727.3075841034671,2728.552618689938,0.19141155
45.68,516.1529411764706,4683.557647058824,0.17,685.1125541056525,2823.753078940446,0.15681125,871.1928283837183,1374.480352259449,0.23811313,719.0261920359366,2726.378482690161,0.19148416
45.69,516.1529411764706,4683.557647058824,0.17,674.4899758765267,2821.6228979605003,0.15688454,859.3028642136571,1371.909887115446,0.2382434,711.1101482224917,2724.3683414403044,0.19155325
45.7,516.1529411764706,4683.557647058824,0.17,664.3646773164893,2819.6745672779493,0.1569541,847.9652260764824,1369.5481289533557,0.23836712,703.5602395067083,2722.5130199873342,0.19161885
45.71,516.1529411764706,4683.557647058824,0.17,654.735960018334,2817.89638095078,0.15701997,837.1795050057367,1367.382051604386,0.23848438,696.3764141267828,2720.803566300073,0.19168101
45.72,516.1529411764706,4683.557647058824,0.17,645.6018310412109,2816.27659554828,0.15708221,826.9442156515779,1365.3992191964935,0.23859524,689.5579216329467,2719.231554269182,0.19173976
45.73,516.1529411764706,4683.557647058824,0.17,636.9596199283089,2814.8040458981773,0.15714088,817.2568817712926,1363.5875939742054,0.23869981,683.1032960840463,2717.788405203322,0.19179517
45.74,516.1529411764706,4683.557647058824,0.17,628.8055188162194,2813.468373215278,0.15719603,808.1137435804578,1361.9357266458228,0.23879818,677.0102491413874,2716.4663748964085,0.19184729
45.75,516.1529411764706,4683.557647058824,0.17,621.1348131299058,2812.2592439166374,0.15724774,799.5101286171076,1360.4326836659782,0.23889046,671.2759134275583,2715.257741725642,0.19189617
45.76,516.1529411764706,4683.557647058824,0.17,613.9419554474565,2811.16735592949,0.15729607,791.4401651440918,1359.068126959291,0.23897676,665.8964029057339,2714.155432579666,0.19194187
45.77,516.1529411764706,4683.557647058824,0.17,607.2203364041777,2810.18366149618,0.15734109,783.896919068034,1357.8321758210095,0.23905721,660.867437871407,2713.1522732020985,0.19198447
45.78,516.1529411764706,4683.557647058824,0.17,600.9625925664474,2809.2995903176006,0.15738289,776.8725680787409,1356.715620398983,0.23913192,656.1837245057299,2712.2418522306816,0.19202403
45.79,516.1529411764706,4683.557647058824,0.17,595.1602941274558,2808.5071326003335,0.15742155,770.3580063716275,1355.7096258565755,0.23920105,651.8394494404944,2711.4180262460886,0.19206062
45.8,516.1529411764706,4683.557647058824,0.17,589.8042451425194,2807.7991407693553,0.15745714,764.3431857113588,1354.8060712999331,0.23926474,647.8280915423168,2710.6747336061403,0.19209433
45.81,516.1529411764706,4683.557647058824,0.17,584.8844166122293,2807.16862861433,0.15748976,758.8171038385259,1353.9973538703657,0.23932312,644.1422357698674,2710.0066701286446,0.19212523
45.82,516.1529411764706,4683.557647058824,0.17,580.3896279508251,2806.609086494053,0.1575195,753.7676204213474,1353.2762369151142,0.23937637,640.7740066009761,2709.408732814512,0.1921534
45.83,516.1529411764706,4683.557647058824,0.17,576.3080031317747,2806.114780751962,0.15754645,749.1814898758336,1352.636088222328,0.23942465,637.7146300362241,2708.8757119341117,0.19217895
45.84,516.1529411764706,4683.557647058824,0.17,572.626594585593,2805.6801365126717,0.15757072,745.0444917242223,1352.07070268599,0.23946813,634.9546193469941,2708.4033954910446,0.19220195
45.85,516.1529411764706,4683.557647058824,0.17,569.3315204710684,2805.3000496660975,0.15759241,741.3410714509388,1351.5743088928507,0.239507,632.4837110656962,2707.9871557193196,0.19222252
45.86,516.1529411764706,4683.557647058824,0.17,566.4075072637411,2804.970034569786,0.15761162,738.0543910853678,1351.1414082555898,0.23954146,630.2907365004942,2707.6231729028927,0.19224074
45.87,516.1529411764706,4683.557647058824,0.17,563.8383619610896,2804.685449946263,0.15762849,735.1662320716512,1350.7670563760244,0.2395717,628.3636225185136,2707.307397389553,0.19225674
45.88,516.1529411764706,4683.557647058824,0.17,561.606321925118,2804.442586520744,0.15764312,732.6568695600275,1350.4462538181147,0.23959795,626.6891363849558,2707.036276265193,0.19227062
45.89,516.1529411764706,4683.557647058824,0.17,559.6921696309539,2804.237346125093,0.15765566,730.5047332356121,1350.1745109891294,0.23962044,625.252948903153,2706.8060823628734,0.19228251
45.9,516.1529411764706,4683.557647058824,0.17,558.0753522075904,2804.066095312091,0.15766625,728.6866906668906,1349.947372183284,0.23963943,624.039694515482,2706.6130982914783,0.19229256
45.91,516.1529411764706,4683.557647058824,0.17,556.7333671497236,2803.925740424831,0.15767502,727.1776524922182,1349.7605384536232,0.23965518,623.0326526309889,2706.4542259788814,0.19230089
45.92,516.1529411764706,4683.557647058824,0.17,555.6424036809237,2803.8124896310405,0.15768216,725.9508558464923,1349.6097426114243,0.23966798,622.2139368870661,2706.3259417917075,0.19230765
45.93,516.1529411764706,4683.557647058824,0.17,554.7772044015323,2803.72348122534,0.15768781,724.9778194188106,1349.4908721747317,0.23967812,621.5645555355535,2706.224483396912,0.19231302
45.94,516.1529411764706,4683.557647058824,0.17,554.111265899332,2803.655309179607,0.15769216,724.2289240757686,1349.3998033176167,0.23968593,621.0647152373047,2706.146768501925,0.19231715
45.95,516.1529411764706,4683.557647058824,0.17,553.6174820086676,2803.605031421973,0.15769538,723.6735787118554,1349.3324975931582,0.23969172,620.6941350573609,2706.0893475521893,0.19232021
45.96,516.1529411764706,4683.557647058824,0.17,553.2684657464163,2803.5696255733915,0.15769766,723.2810552675076,1349.2850776156663,0.23969581,620.4321047000409,2706.0488345687504,0.19232237
45.97,516.1529411764706,4683.557647058824,0.17,553.0373609448927,2803.5461518281927,0.15769917,723.0211418502352,1349.2537588156056,0.23969851,620.2586679339738,2706.0220939894075,0.1923238
45.98,516.1529411764706,4683.557647058824,0.17,552.8985349912315,2803.532051473912,0.15770008,722.8650830158047,1349.2349165920386,0.23970014,620.1544950085964,2706.0059879996666,0.19232466
45.99,516.1529411764706,4683.557647058824,0.17,552.8285546771115,2803.5249238842175,0.15770054,722.7863517943357,1349.2254248793997,0.23970096,620.1019419722127,2705.9978130779605,0.1923251
46.0,516.1529411764706,4683.557647058824,0.17,552.8065649431569,2803.522754626042,0.15770068,722.761581271885,1349.2224495144415,0.23970122,620.0854209299529,2705.995353807714,0.19232523
46.01,516.1529411764706,4683.557647058824,0.17,552.8149020593578,2803.5236843076455,0.15770062,722.7710275196044,1349.2236131395632,0.23970112,620.0917175795702,2705.9963380770005,0.19232518
46.02,516.1529411764706,4683.557647058824,0.17,552.8396201253947,2803.526163462047,0.15770046,722.7988121693196,1349.2269626267043,0.23970083,620.110295576192,2705.999103704806,0.19232503
46.03,516.1529411764706,4683.557647058824,0.17,552.8702514504415,2803.5292624121225,0.15770026,722.8332293215778,1349.2311016328003,0.23970047,620.1332370795161,2706.0026692339898,0.19232484
46.04,516.1529411764706,4683.557647058824,0.17,552.8996708752254,2803.5322064219754,0.15770007,722.8662879740616,1349.235057986827,0.23970013,620.1553061370289,2706.0060503941613,0.19232466
46.05,516.1529411764706,4683.557647058824,0.17,552.9236336961997,2803.5345306452914,0.15769992,722.8932183311754,1349.2383161691591,0.23969985,620.1733226825847,2706.0088784315635,0.19232451
46.06,516.1529411764706,4683.557647058824,0.17,552.9401614371,2803.536235078533,0.15769981,722.9118607390541,1349.240543321611,0.23969965,620.1857278639632,2706.0108441778575,0.1923244
46.07,516.1529411764706,4683.557647058824,0.17,552.9491834958521,2803.537164770394,0.15769975,722.9220079887509,1349.2417570245752,0.23969955,620.1925237235951,2706.011828455419,0.19232435
46.08,516.1529411764706,4683.557647058824,0.17,552.9516074631199,2803.5374746678385,0.15769973,722.924721751633,1349.2420810855192,0.23969952,620.1942687126481,2706.0121972087463,0.19232433
46.09,516.1529411764706,4683.557647058824,0.17,552.9488791199733,2803.537164770394,0.15769975,722.9216575500454,1349.2417570245752,0.23969955,620.1922741452136,2706.011828455419,0.19232435
46.1,516.1529411764706,4683.557647058824,0.17,552.9428136841527,2803.5365449757414,0.15769979,722.914824812822,1349.2409174449253,0.23969962,620.1877234603473,2706.011090948995,0.19232439
46.11,516.1529411764706,4683.557647058824,0.17,552.9350797058513,2803.5357702328674,0.15769984,722.9060827816604,1349.2398952005406,0.23969971,620.1818635218696,2706.010169066396,0.19232444
46.12,516.1529411764706,4683.557647058824,0.17,552.9269652629434,2803.534995490485,0.15769989,722.8969868603567,1349.2387315617812,0.23969981,620.1758164027889,2706.0092471842772,0.19232449
46.13,516.1529411764706,4683.557647058824,0.17,552.9195356700833,2803.5342207485937,0.15769994,722.8886954062142,1349.2377593816268,0.2396999,620.1702674120664,2706.0084472843896,0.19232453
46.14,516.1529411764706,4683.557647058824,0.17,552.9134702490134,2803.5336009554344,0.15769998,722.8818126260092,1349.2369198043702,0.23969997,620.1656543415123,2706.007709779359,0.19232457
46.15,516.1529411764706,4683.557647058824,0.17,552.9089972790744,2803.533136110771,0.15770001,722.8767890799509,1349.2363129548341,0.23970002,620.1622881316275,2706.0071566507872,0.1923246
46.16,516.1529411764706,4683.557647058824,0.17,552.9061167585066,2803.5328262144276,0.15770003,722.873524640483,1349.2359388327204,0.23970005,620.1601687813032,2706.006787898502,0.19232462
46.17,516.1529411764706,4683.557647058824,0.17,552.9046764984968,2803.5326712662845,0.15770004,722.8719657862428,1349.2357561681147,0.23970007,620.1591080746708,2706.006725503994,0.19232462
46.18,516.1529411764706,4683.557647058824,0.17,552.9044482170075,2803.5326712662845,0.15770004,722.8716654108612,1349.235706105551,0.23970007,620.1589219227927,2706.006603522388,0.19232463
46.19,516.1529411764706,4683.557647058824,0.17,552.9049808738159,2803.5326712662845,0.15770004,722.8722661616245,1349.2357561681147,0.23970007,620.1592952581942,2706.006787898502,0.19232462
46.2,516.1529411764706,4683.557647058824,0.17,552.906040664672,2803.5328262144276,0.15770003,722.8734745779152,1349.2359388327204,0.23970005,620.1601063867954,2706.006787898502,0.19232462
46.21,516.1529411764706,4683.557647058824,0.17,552.9073287371809,2803.5329811625893,0.15770002,722.874929849824,1349.2360802276044,0.23970004,620.1610412728771,2706.006972274635,0.19232461
46.22,516.1529411764706,4683.557647058824,0.17,552.9086168098531,2803.533136110771,0.15770001,722.8763385167845,1349.2363129548341,0.23970002,620.1620385535704,2706.0071566507872,0.1923246
46.23,516.1529411764706,4683.557647058824,0.17,552.9096821236726,2803.533136110771,0.15770001,722.8775935386903,1349.2364042871754,0.23970001,620.1628486508148,2706.007341026959,0.19232459
46.24,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785982478098,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.25,516.1529411764706,4683.557647058824,0.17,552.911198478123,2803.5332910589723,0.1577,722.8792525189509,1349.2366370144614,0.23969999,620.1639707207472,2706.007525403149,0.19232458
46.26,516.1529411764706,4683.557647058824,0.17,552.9114973311032,2803.5334460071936,0.15769999,722.8796530195933,1349.2366870770416,0.23969999,620.1642202988303,2706.007525403149,0.19232458
46.27,516.1529411764706,4683.557647058824,0.17,552.911649518811,2803.5334460071936,0.15769999,722.8798032073342,1349.2366870770416,0.23969999,620.1643450878718,2706.007525403149,0.19232458
46.28,516.1529411764706,4683.557647058824,0.17,552.911649518811,2803.5334460071936,0.15769999,722.879753144754,1349.2366870770416,0.23969999,620.164282693351,2706.007525403149,0.19232458
46.29,516.1529411764706,4683.557647058824,0.17,552.9114973311032,2803.5334460071936,0.15769999,722.879602957013,1349.2366870770416,0.23969999,620.1641579043095,2706.007525403149,0.19232458
46.3,516.1529411764706,4683.557647058824,0.17,552.9112745719721,2803.5332910589723,0.1577,722.8793526441115,1349.2366370144614,0.23969999,620.1640331152679,2706.007525403149,0.19232458
46.31,516.1529411764706,4683.557647058824,0.17,552.9110462904249,2803.5332910589723,0.1577,722.8791023312099,1349.2366370144614,0.23969999,620.1638459317056,2706.0074630086287,0.19232458
46.32,516.1529411764706,4683.557647058824,0.17,552.9108180088776,2803.5332910589723,0.1577,722.8788986232792,1349.2365456821026,0.2397,620.16372217406,2706.007341026959,0.19232459
46.33,516.1529411764706,4683.557647058824,0.17,552.9106658211795,2803.5332910589723,0.1577,722.8786983729663,1349.2365456821026,0.2397,620.163597385025,2706.007341026959,0.19232459
46.34,516.1529411764706,4683.557647058824,0.17,552.9105136334813,2803.5332910589723,0.1577,722.8785481852316,1349.2365456821026,0.2397,620.1634725959899,2706.007341026959,0.19232459
46.35,516.1529411764706,4683.557647058824,0.17,552.9104375396322,2803.5332910589723,0.1577,722.8784480600751,1349.2365456821026,0.2397,620.1634102014724,2706.007341026959,0.19232459
46.36,516.1529411764706,4683.557647058824,0.17,552.9104375396322,2803.5332910589723,0.1577,722.8783979974969,1349.2365456821026,0.2397,620.1634102014724,2706.007341026959,0.19232459
46.37,516.1529411764706,4683.557647058824,0.17,552.9104375396322,2803.5332910589723,0.1577,722.8783979974969,1349.2365456821026,0.2397,620.1634102014724,2706.007341026959,0.19232459
46.38,516.1529411764706,4683.557647058824,0.17,552.9104375396322,2803.5332910589723,0.1577,722.8783979974969,1349.2365456821026,0.2397,620.1634102014724,2706.007341026959,0.19232459
46.39,516.1529411764706,4683.557647058824,0.17,552.9104375396322,2803.5332910589723,0.1577,722.8784480600751,1349.2365456821026,0.2397,620.1634102014724,2706.007341026959,0.19232459
46.4,516.1529411764706,4683.557647058824,0.17,552.9105136334813,2803.5332910589723,0.1577,722.8784981226534,1349.2365456821026,0.2397,620.1634725959899,2706.007341026959,0.19232459
46.41,516.1529411764706,4683.557647058824,0.17,552.9105136334813,2803.5332910589723,0.1577,722.8785481852316,1349.2365456821026,0.2397,620.1634725959899,2706.007341026959,0.19232459
46.42,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785481852316,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.43,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785982478098,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.44,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785982478098,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.45,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8786483103879,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.46,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8786483103879,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.47,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8786483103879,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.48,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8786483103879,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.49,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785982478098,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.5,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785982478098,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.51,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785982478098,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.52,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785982478098,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.53,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785982478098,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
46.54,516.1529411764706,4683.557647058824,0.17,552.9105897273304,2803.5332910589723,0.1577,722.8785982478098,1349.2365456821026,0.2397,620.1635349905074,2706.007341026959,0.19232459
